,Sentence_Num,Word,Tag
262,Sentence: 24,did,I-o
263,Sentence: 24,not,I-o
264,Sentence: 24,meet,L-o
265,Sentence: 24,wen,U-first-name
266,Sentence: 24,ban,U-last-name
267,Sentence: 24,yesterday,B-o
268,Sentence: 24,because,I-o
269,Sentence: 24,i,I-o
270,Sentence: 24,have,L-o
271,Sentence: 24,vomiting,U-symptom
272,Sentence: 24,which,B-o
273,Sentence: 24,might,I-o
274,Sentence: 24,be,I-o
275,Sentence: 24,indicative,I-o
276,Sentence: 24,of,I-o
277,Sentence: 24,covid,L-o
278,Sentence: 25,are,B-o
279,Sentence: 25,you,I-o
280,Sentence: 25,sure,I-o
281,Sentence: 25,you,I-o
282,Sentence: 25,have,L-o
283,Sentence: 25,body,B-symptom
284,Sentence: 25,ache,L-symptom
285,Sentence: 25,and,U-o
286,Sentence: 25,conjunctivitis,U-symptom
287,Sentence: 26,i,B-o
288,Sentence: 26,think,I-o
289,Sentence: 26,i,I-o
290,Sentence: 26,should,I-o
291,Sentence: 26,get,I-o
292,Sentence: 26,a,I-o
293,Sentence: 26,covid,I-o
294,Sentence: 26,test,I-o
295,Sentence: 26,done,I-o
296,Sentence: 26,because,I-o
297,Sentence: 26,i,I-o
298,Sentence: 26,have,I-o
299,Sentence: 26,symptoms,I-o
300,Sentence: 26,like,L-o
301,Sentence: 26,conjunctivitis,U-symptom
302,Sentence: 26,and,U-o
303,Sentence: 26,muscle,B-symptom
304,Sentence: 26,ache,L-symptom
305,Sentence: 27,i,B-o
306,Sentence: 27,did,I-o
307,Sentence: 27,not,I-o
308,Sentence: 27,meet,L-o
309,Sentence: 27,kimora,U-first-name
310,Sentence: 27,bao,U-last-name
311,Sentence: 27,yesterday,B-o
312,Sentence: 27,because,I-o
313,Sentence: 27,i,I-o
314,Sentence: 27,have,L-o
315,Sentence: 27,body,B-symptom
316,Sentence: 27,ache,L-symptom
317,Sentence: 27,which,B-o
318,Sentence: 27,might,I-o
319,Sentence: 27,be,I-o
320,Sentence: 27,indicative,I-o
321,Sentence: 27,of,I-o
322,Sentence: 27,covid,L-o
323,Sentence: 28,i,B-o
324,Sentence: 28,developed,L-o
325,Sentence: 28,discolouration,B-symptom
326,Sentence: 28,of,I-symptom
327,Sentence: 28,fingers,L-symptom
328,Sentence: 28,since,U-o
329,Sentence: 28,yesterday,U-timeframe
330,Sentence: 29,since,B-o
331,Sentence: 29,when,I-o
332,Sentence: 29,do,I-o
333,Sentence: 29,you,I-o
334,Sentence: 29,have,L-o
335,Sentence: 29,cough,U-symptom
336,Sentence: 29,and,U-o
337,Sentence: 29,nausea,U-symptom
338,Sentence: 30,i,B-o
339,Sentence: 30,had,I-o
340,Sentence: 30,gone,I-o
341,Sentence: 30,to,I-o
342,Sentence: 30,meet,I-o
343,Sentence: 30,my,I-o
344,Sentence: 30,friend,L-o
345,Sentence: 30,guanyin,U-first-name
346,Sentence: 30,yong,U-last-name
347,Sentence: 31,i,B-o
348,Sentence: 31,developed,L-o
349,Sentence: 31,headache,U-symptom
350,Sentence: 32,how,B-o
351,Sentence: 32,long,I-o
352,Sentence: 32,have,I-o
353,Sentence: 32,you,I-o
354,Sentence: 32,been,I-o
355,Sentence: 32,suffering,I-o
356,Sentence: 32,from,L-o
357,Sentence: 32,fatigue,U-symptom
358,Sentence: 32,and,U-o
359,Sentence: 32,muscle,B-symptom
360,Sentence: 32,ache,L-symptom
361,Sentence: 33,i,B-o
362,Sentence: 33,think,I-o
363,Sentence: 33,i,I-o
364,Sentence: 33,should,I-o
365,Sentence: 33,get,I-o
366,Sentence: 33,a,I-o
367,Sentence: 33,covid,I-o
368,Sentence: 33,test,I-o
369,Sentence: 33,done,I-o
370,Sentence: 33,because,I-o
371,Sentence: 33,i,I-o
372,Sentence: 33,have,I-o
373,Sentence: 33,a,L-o
374,Sentence: 33,vomiting,U-symptom
375,Sentence: 33,and,U-o
376,Sentence: 33,vomiting,U-symptom
377,Sentence: 34,i,B-o
378,Sentence: 34,did,I-o
379,Sentence: 34,not,I-o
380,Sentence: 34,meet,L-o
381,Sentence: 34,ah,B-first-name
382,Sentence: 34,lam,L-first-name
383,Sentence: 34,un,U-last-name
384,Sentence: 34,yesterday,B-o
385,Sentence: 34,because,I-o
386,Sentence: 34,i,I-o
387,Sentence: 34,have,L-o
388,Sentence: 34,headache,U-symptom
389,Sentence: 34,which,B-o
390,Sentence: 34,might,I-o
391,Sentence: 34,be,I-o
392,Sentence: 34,indicative,I-o
393,Sentence: 34,of,I-o
394,Sentence: 34,covid,L-o
395,Sentence: 35,i,B-o
396,Sentence: 35,developed,L-o
397,Sentence: 35,vomiting,U-symptom
398,Sentence: 35,since,U-o
399,Sentence: 35,last,B-timeframe
400,Sentence: 35,month,L-timeframe
401,Sentence: 36,how,B-o
402,Sentence: 36,long,I-o
403,Sentence: 36,have,I-o
404,Sentence: 36,you,I-o
405,Sentence: 36,been,I-o
406,Sentence: 36,suffering,I-o
407,Sentence: 36,from,L-o
408,Sentence: 36,nausea,U-symptom
409,Sentence: 36,and,U-o
410,Sentence: 36,discolouration,B-symptom
411,Sentence: 36,of,I-symptom
412,Sentence: 36,toes,L-symptom
413,Sentence: 37,i,B-o
414,Sentence: 37,have,L-o
415,Sentence: 37,body,B-symptom
416,Sentence: 37,ache,L-symptom
417,Sentence: 37,what,B-o
418,Sentence: 37,are,I-o
419,Sentence: 37,the,I-o
420,Sentence: 37,chances,I-o
421,Sentence: 37,that,I-o
422,Sentence: 37,i,I-o
423,Sentence: 37,actually,I-o
424,Sentence: 37,have,I-o
425,Sentence: 37,covid,L-o
426,Sentence: 38,since,U-o
427,Sentence: 38,last,B-timeframe
428,Sentence: 38,month,L-timeframe
429,Sentence: 38,i've,B-o
430,Sentence: 38,been,I-o
431,Sentence: 38,down,I-o
432,Sentence: 38,with,L-o
433,Sentence: 38,loss,B-symptom
434,Sentence: 38,of,I-symptom
435,Sentence: 38,movement,L-symptom
436,Sentence: 39,i,B-o
437,Sentence: 39,developed,L-o
438,Sentence: 39,sore,B-symptom
439,Sentence: 39,throat,L-symptom
440,Sentence: 39,and,B-o
441,Sentence: 39,i,I-o
442,Sentence: 39,think,I-o
443,Sentence: 39,i,I-o
444,Sentence: 39,might,I-o
445,Sentence: 39,have,I-o
446,Sentence: 39,covid,L-o
447,Sentence: 40,i,B-o
448,Sentence: 40,have,L-o
449,Sentence: 40,fever,U-symptom
450,Sentence: 40,what,B-o
451,Sentence: 40,are,I-o
452,Sentence: 40,the,I-o
453,Sentence: 40,chances,I-o
454,Sentence: 40,that,I-o
455,Sentence: 40,i,I-o
456,Sentence: 40,actually,I-o
457,Sentence: 40,have,I-o
458,Sentence: 40,covid,L-o
459,Sentence: 41,i,B-o
460,Sentence: 41,had,I-o
461,Sentence: 41,gone,I-o
462,Sentence: 41,to,I-o
463,Sentence: 41,meet,I-o
464,Sentence: 41,my,I-o
465,Sentence: 41,friend,L-o
466,Sentence: 41,bing,U-first-name
467,Sentence: 41,loh,U-last-name
468,Sentence: 42,i,B-o
469,Sentence: 42,have,L-o
470,Sentence: 42,fever,U-symptom
471,Sentence: 43,i,B-o
472,Sentence: 43,have,I-o
473,Sentence: 43,developed,L-o
474,Sentence: 43,runny,B-symptom
475,Sentence: 43,nose,L-symptom
476,Sentence: 43,for,B-o
477,Sentence: 43,the,I-o
478,Sentence: 43,past,I-o
479,Sentence: 43,few,I-o
480,Sentence: 43,days,L-o
481,Sentence: 44,i,B-o
482,Sentence: 44,did,I-o
483,Sentence: 44,not,I-o
484,Sentence: 44,meet,L-o
485,Sentence: 44,xi-wang,U-first-name
486,Sentence: 44,ngan,U-last-name
487,Sentence: 44,yesterday,B-o
488,Sentence: 44,because,I-o
489,Sentence: 44,i,I-o
490,Sentence: 44,have,L-o
491,Sentence: 44,nausea,U-symptom
492,Sentence: 44,which,B-o
493,Sentence: 44,might,I-o
494,Sentence: 44,be,I-o
495,Sentence: 44,indicative,I-o
496,Sentence: 44,of,I-o
497,Sentence: 44,covid,L-o
498,Sentence: 45,i,B-o
499,Sentence: 45,had,I-o
500,Sentence: 45,gone,I-o
501,Sentence: 45,to,I-o
502,Sentence: 45,meet,I-o
503,Sentence: 45,my,I-o
504,Sentence: 45,friend,L-o
505,Sentence: 45,confucius,U-first-name
506,Sentence: 45,zou,U-last-name
507,Sentence: 46,i,B-o
508,Sentence: 46,think,I-o
509,Sentence: 46,i,I-o
510,Sentence: 46,should,I-o
511,Sentence: 46,get,I-o
512,Sentence: 46,a,I-o
513,Sentence: 46,covid,I-o
514,Sentence: 46,test,I-o
515,Sentence: 46,done,I-o
516,Sentence: 46,because,I-o
517,Sentence: 46,i,I-o
518,Sentence: 46,have,I-o
519,Sentence: 46,symptoms,I-o
520,Sentence: 46,like,L-o
521,Sentence: 46,muscle,B-symptom
522,Sentence: 46,ache,L-symptom
523,Sentence: 46,and,U-o
524,Sentence: 46,nausea,U-symptom
525,Sentence: 47,i,B-o
526,Sentence: 47,have,I-o
527,Sentence: 47,been,I-o
528,Sentence: 47,having,L-o
529,Sentence: 47,muscle,B-symptom
530,Sentence: 47,ache,L-symptom
531,Sentence: 47,since,U-o
532,Sentence: 47,last,B-timeframe
533,Sentence: 47,month,L-timeframe
534,Sentence: 48,i,B-o
535,Sentence: 48,think,I-o
536,Sentence: 48,i,I-o
537,Sentence: 48,should,I-o
538,Sentence: 48,get,I-o
539,Sentence: 48,a,I-o
540,Sentence: 48,covid,I-o
541,Sentence: 48,test,I-o
542,Sentence: 48,done,I-o
543,Sentence: 48,because,I-o
544,Sentence: 48,i,I-o
545,Sentence: 48,have,I-o
546,Sentence: 48,a,L-o
547,Sentence: 48,muscle,B-symptom
548,Sentence: 48,ache,L-symptom
549,Sentence: 48,and,U-o
550,Sentence: 48,sore,B-symptom
551,Sentence: 48,throat,L-symptom
552,Sentence: 49,i,B-o
553,Sentence: 49,had,I-o
554,Sentence: 49,gone,I-o
555,Sentence: 49,to,I-o
556,Sentence: 49,meet,I-o
557,Sentence: 49,my,I-o
558,Sentence: 49,friend,L-o
559,Sentence: 49,ting,U-first-name
560,Sentence: 49,ip,U-last-name
561,Sentence: 50,i,B-o
562,Sentence: 50,am,I-o
563,Sentence: 50,worried,I-o
564,Sentence: 50,because,I-o
565,Sentence: 50,i,I-o
566,Sentence: 50,recently,I-o
567,Sentence: 50,developed,L-o
568,Sentence: 50,tiredness,U-symptom
569,Sentence: 50,and,U-o
570,Sentence: 50,muscle,B-symptom
571,Sentence: 50,ache,L-symptom
572,Sentence: 51,i,B-o
573,Sentence: 51,think,I-o
574,Sentence: 51,i,I-o
575,Sentence: 51,should,I-o
576,Sentence: 51,get,I-o
577,Sentence: 51,a,I-o
578,Sentence: 51,covid,I-o
579,Sentence: 51,test,I-o
580,Sentence: 51,done,I-o
581,Sentence: 51,because,I-o
582,Sentence: 51,i,I-o
583,Sentence: 51,have,I-o
584,Sentence: 51,a,L-o
585,Sentence: 51,dry,B-symptom
586,Sentence: 51,cough,L-symptom
587,Sentence: 51,and,U-o
588,Sentence: 51,fatigue,U-symptom
589,Sentence: 52,since,B-o
590,Sentence: 52,when,I-o
591,Sentence: 52,do,I-o
592,Sentence: 52,you,I-o
593,Sentence: 52,have,L-o
594,Sentence: 52,chills,U-symptom
595,Sentence: 52,and,U-o
596,Sentence: 52,vomiting,U-symptom
597,Sentence: 53,i,B-o
598,Sentence: 53,developed,L-o
599,Sentence: 53,muscle,B-symptom
600,Sentence: 53,ache,L-symptom
601,Sentence: 53,and,U-o
602,Sentence: 53,nausea,U-symptom
603,Sentence: 54,since,U-o
604,Sentence: 54,yesterday,U-timeframe
605,Sentence: 54,i've,B-o
606,Sentence: 54,been,I-o
607,Sentence: 54,down,I-o
608,Sentence: 54,with,L-o
609,Sentence: 54,headache,U-symptom
610,Sentence: 55,i,B-o
611,Sentence: 55,did,I-o
612,Sentence: 55,not,I-o
613,Sentence: 55,meet,L-o
614,Sentence: 55,zi,U-first-name
615,Sentence: 55,xue,U-last-name
616,Sentence: 55,yesterday,B-o
617,Sentence: 55,because,I-o
618,Sentence: 55,i,I-o
619,Sentence: 55,have,L-o
620,Sentence: 55,shortness,B-symptom
621,Sentence: 55,of,I-symptom
622,Sentence: 55,breath,L-symptom
623,Sentence: 55,which,B-o
624,Sentence: 55,might,I-o
625,Sentence: 55,be,I-o
626,Sentence: 55,indicative,I-o
627,Sentence: 55,of,I-o
628,Sentence: 55,covid,L-o
629,Sentence: 56,i,B-o
630,Sentence: 56,developed,L-o
631,Sentence: 56,nausea,U-symptom
632,Sentence: 56,and,U-o
633,Sentence: 56,difficulty,B-symptom
634,Sentence: 56,breathing,L-symptom
635,Sentence: 57,i,B-o
636,Sentence: 57,developed,L-o
637,Sentence: 57,nausea,U-symptom
638,Sentence: 57,since,U-o
639,Sentence: 57,yesterday,U-timeframe
640,Sentence: 58,i,B-o
641,Sentence: 58,have,I-o
642,Sentence: 58,come,I-o
643,Sentence: 58,down,I-o
644,Sentence: 58,with,I-o
645,Sentence: 58,the,I-o
646,Sentence: 58,symptom,I-o
647,Sentence: 58,of,L-o
648,Sentence: 58,skin,B-symptom
649,Sentence: 58,rash,L-symptom
650,Sentence: 58,since,U-o
651,Sentence: 58,last,B-timeframe
652,Sentence: 58,night,L-timeframe
653,Sentence: 59,since,B-o
654,Sentence: 59,when,I-o
655,Sentence: 59,do,I-o
656,Sentence: 59,you,I-o
657,Sentence: 59,have,L-o
658,Sentence: 59,vomiting,U-symptom
659,Sentence: 59,and,U-o
660,Sentence: 59,shortness,B-symptom
661,Sentence: 59,of,I-symptom
662,Sentence: 59,breath,L-symptom
663,Sentence: 60,have,B-o
664,Sentence: 60,you,I-o
665,Sentence: 60,had,L-o
666,Sentence: 60,chest,B-symptom
667,Sentence: 60,pain,L-symptom
668,Sentence: 60,or,U-o
669,Sentence: 60,nausea,U-symptom
670,Sentence: 60,since,U-o
671,Sentence: 60,last,B-timeframe
672,Sentence: 60,night,L-timeframe
673,Sentence: 61,i,B-o
674,Sentence: 61,am,I-o
675,Sentence: 61,worried,I-o
676,Sentence: 61,because,I-o
677,Sentence: 61,i,I-o
678,Sentence: 61,recently,I-o
679,Sentence: 61,developed,L-o
680,Sentence: 61,fatigue,U-symptom
681,Sentence: 61,and,U-o
682,Sentence: 61,vomiting,U-symptom
683,Sentence: 62,have,B-o
684,Sentence: 62,you,I-o
685,Sentence: 62,had,L-o
686,Sentence: 62,muscle,B-symptom
687,Sentence: 62,ache,L-symptom
688,Sentence: 62,or,U-o
689,Sentence: 62,body,B-symptom
690,Sentence: 62,ache,L-symptom
691,Sentence: 62,since,U-o
692,Sentence: 62,yesterday,U-timeframe
693,Sentence: 63,i,B-o
694,Sentence: 63,have,I-o
695,Sentence: 63,recently,I-o
696,Sentence: 63,developed,L-o
697,Sentence: 63,vomiting,U-symptom
698,Sentence: 63,for,B-o
699,Sentence: 63,quite,I-o
700,Sentence: 63,some,I-o
701,Sentence: 63,time,I-o
702,Sentence: 63,now,L-o
703,Sentence: 64,i,B-o
704,Sentence: 64,developed,L-o
705,Sentence: 64,nausea,U-symptom
706,Sentence: 64,since,U-o
707,Sentence: 64,last,B-timeframe
708,Sentence: 64,night,L-timeframe
709,Sentence: 65,i,B-o
710,Sentence: 65,have,I-o
711,Sentence: 65,been,I-o
712,Sentence: 65,having,L-o
713,Sentence: 65,sore,B-symptom
714,Sentence: 65,throat,L-symptom
715,Sentence: 65,since,U-o
716,Sentence: 65,this,B-timeframe
717,Sentence: 65,morning,L-timeframe
718,Sentence: 66,have,B-o
719,Sentence: 66,you,I-o
720,Sentence: 66,had,L-o
721,Sentence: 66,chest,B-symptom
722,Sentence: 66,pressure,L-symptom
723,Sentence: 66,or,U-o
724,Sentence: 66,body,B-symptom
725,Sentence: 66,ache,L-symptom
726,Sentence: 66,since,U-o
727,Sentence: 66,yesterday,U-timeframe
728,Sentence: 67,i,B-o
729,Sentence: 67,had,I-o
730,Sentence: 67,gone,I-o
731,Sentence: 67,to,I-o
732,Sentence: 67,meet,I-o
733,Sentence: 67,my,I-o
734,Sentence: 67,friend,L-o
735,Sentence: 67,guanyin,U-first-name
736,Sentence: 67,mah,U-last-name
737,Sentence: 68,i,B-o
738,Sentence: 68,have,I-o
739,Sentence: 68,come,I-o
740,Sentence: 68,down,I-o
741,Sentence: 68,with,I-o
742,Sentence: 68,the,I-o
743,Sentence: 68,symptom,I-o
744,Sentence: 68,of,L-o
745,Sentence: 68,loss,B-symptom
746,Sentence: 68,of,I-symptom
747,Sentence: 68,taste,L-symptom
748,Sentence: 68,for,B-o
749,Sentence: 68,quite,I-o
750,Sentence: 68,some,I-o
751,Sentence: 68,time,I-o
752,Sentence: 68,now,L-o
753,Sentence: 69,i,B-o
754,Sentence: 69,did,I-o
755,Sentence: 69,not,I-o
756,Sentence: 69,meet,L-o
757,Sentence: 69,bao,U-first-name
758,Sentence: 69,ao,U-last-name
759,Sentence: 69,yesterday,B-o
760,Sentence: 69,because,I-o
761,Sentence: 69,i,I-o
762,Sentence: 69,have,L-o
763,Sentence: 69,nausea,U-symptom
764,Sentence: 69,which,B-o
765,Sentence: 69,might,I-o
766,Sentence: 69,be,I-o
767,Sentence: 69,indicative,I-o
768,Sentence: 69,of,I-o
769,Sentence: 69,covid,L-o
770,Sentence: 70,i,B-o
771,Sentence: 70,am,I-o
772,Sentence: 70,feeling,I-o
773,Sentence: 70,sick,I-o
774,Sentence: 70,because,I-o
775,Sentence: 70,of,L-o
776,Sentence: 70,vomiting,U-symptom
777,Sentence: 70,and,U-o
778,Sentence: 70,muscle,B-symptom
779,Sentence: 70,ache,L-symptom
780,Sentence: 71,i,B-o
781,Sentence: 71,did,I-o
782,Sentence: 71,not,I-o
783,Sentence: 71,meet,L-o
784,Sentence: 71,yong,U-first-name
785,Sentence: 71,ngo,U-last-name
786,Sentence: 71,yesterday,B-o
787,Sentence: 71,because,I-o
788,Sentence: 71,i,I-o
789,Sentence: 71,have,L-o
790,Sentence: 71,vomiting,U-symptom
791,Sentence: 71,which,B-o
792,Sentence: 71,might,I-o
793,Sentence: 71,be,I-o
794,Sentence: 71,indicative,I-o
795,Sentence: 71,of,I-o
796,Sentence: 71,covid,L-o
797,Sentence: 72,i,B-o
798,Sentence: 72,have,I-o
799,Sentence: 72,recently,I-o
800,Sentence: 72,developed,L-o
801,Sentence: 72,fatigue,U-symptom
802,Sentence: 72,for,B-o
803,Sentence: 72,the,I-o
804,Sentence: 72,past,I-o
805,Sentence: 72,few,I-o
806,Sentence: 72,days,L-o
807,Sentence: 73,i,B-o
808,Sentence: 73,think,I-o
809,Sentence: 73,i,I-o
810,Sentence: 73,should,I-o
811,Sentence: 73,get,I-o
812,Sentence: 73,a,I-o
813,Sentence: 73,covid,I-o
814,Sentence: 73,test,I-o
